id	NC1_Control	NC2_Control	NC3_Control	U2OS1_Treat	U2OS2_Treat	U2OS3_Treat
RECQL	11.8103399829231	11.8558313687414	11.7922397524833	11.8538599420004	11.68899468504	11.8560672734595
VPS50	10.7924460467977	10.8724089634905	10.8480974306817	10.5389288624521	10.7341206477867	10.7602939940676
HSPB6	3.1892848810174	4.18549820160072	3.26045323784155	3.89920547885684	4.72531252014807	4.72531252014807
ARHGAP33	8.77812796513924	8.94538269667904	8.80724175525754	8.71577977112845	8.76860061054791	9.02708935067815
NDUFAB1	9.26464569404255	9.20803408405484	9.16025602676643	9.26464569404255	9.25176291202145	9.17362162427616
PDK4	6.11580289499233	6.5128438813553	6.45651162788177	6.12097146070011	5.8722430414306	6.42904052874872
SLC22A16	1.86165416690705	1	1.38997500048077	1	1.86165416690705	2.25845779756387
ZMYND10	3.87995927595352	3.4702749057584	4.83124305458674	3.36093397262796	4.22393368962429	3.26045323784155
ABCB5	4.920396690957	3.81308732599455	5.27709990417662	5.31997691948207	5.96759884805522	5.70414985989579
ARX	0	1	1.38997500048077	0	1.38997500048077	1
SLC25A13	11.9561896440426	11.8756254614164	11.9576357892229	11.8789395518932	11.9117308746731	11.9033675788805
ST7	8.4642969692124	8.6371166395695	8.58335855577807	8.87505001318275	8.51679187294051	8.69419000434891
CDC27	12.7080752157099	12.679208354711	12.679208354711	12.7426917123295	12.7154963253569	12.732338587226
SLC4A1	1	2.5343497689993	2.3461359328418	0	2.21461872992491	0
CALCR	0	2.5343497689993	0	0	1.38997500048077	0
HCCS	9.03136374574585	9.06943940145011	9.04643544681332	9.21860374964393	9.06417861121566	9.20990568173405
DVL2	9.95739193462618	9.89433084151949	10.0211036120447	10.0426798138734	10.0125848884408	10.1325069734656
PRSS22	5.3068614808783	5.34560816477409	5.4496419199485	5.76705961963932	5.24542360249537	4.89553651193759
UPF1	10.9568051773265	10.8712451087731	10.9146521674243	11.0877180342655	11.0566825061925	11.110236358119
SKAP2	3.1892848810174	1.38997500048077	1	1.86165416690705	1	0
SLC25A5	12.7846810380573	12.8176205647531	12.7664464746712	12.7815477248179	12.8374684865976	12.7774830683456
MCUB	9.04100264287481	9.09373722158942	9.19655444598949	9.11533629310119	9.17362162427616	9.12698369807191
HOXA11	7.73412481176657	7.78562389563558	7.53441484860567	7.65691561075285	7.21060482107075	7.55542148409709
POLR2J	10.3069465551979	10.4168236907764	10.3970771350457	10.1839351123072	10.29089905319	10.4948331538136
DHX33	10.5467287329139	10.541746288449	10.5085461089234	10.8099339861162	10.7845771123744	10.7602939940676
MEOX1	3.31169132537359	1	4.43690737887852	4.09024816144829	2.72149256029689	3.70566879992182
THSD7A	3.02074747474036	3.4702749057584	3.4702749057584	3.66087273822466	3.91294917222217	2.5343497689993
LIG3	10.4874492117705	10.6223627153116	10.5712779907735	10.6083015134343	10.572068616863	10.5703003893854
RPAP3	11.472050331717	11.4425279456785	11.3851140762675	11.3546722753149	11.3655774233575	11.3692075851857
ACSM3	6.55387185100269	6.28994542711976	6.09167182509368	6.57363424481028	6.54652289627687	5.99725965829282
REXO5	8.25808347126158	8.03075142063475	8.26913493269408	8.3114194206215	8.35211351134934	8.31984535694971
CIAPIN1	10.6079949532577	10.6507576640943	10.6692901937705	10.5697426083968	10.6653877561096	10.5592045392598
SPPL2B	8.81670795933254	8.91617862564765	8.85704971204032	8.79857808043731	8.80281679833943	8.85754671730859
ATOSB	9.25723925425127	8.9014201454526	9.10759602009273	8.87971513177241	8.58771751851726	8.82094180355883
COPZ2	7.93076990068424	7.52313415382426	7.92611497299937	7.87628328805885	8.08201410048848	7.8034706613759
PRKAR2B	10.3732986667446	10.4027481837045	10.3745880779325	9.98329817426846	10.2565630097911	10.0259044929343
MSL3	10.5533948950558	10.586721502839	10.5746660947345	10.370727910075	10.4691435061442	10.3658627318115
CREBBP	12.5288377015912	12.5858513498292	12.6220246989603	12.6751366704345	12.679208354711	12.6838968147737
TSPOAP1	3.31169132537359	1.91530884938828	1.79248125036058	4.27442850245788	1.86165416690705	2.25845779756387
MPO	2.21461872992491	1	1	0	0	0
PON1	1	3.13184351911949	1	1.86165416690705	0	0
GCFC2	10.1753709544552	10.07478251663	10.1598988881236	10.0313628740065	9.97849494548418	10.0315778486954
WDR54	9.88951938222318	9.8618739132828	9.87616307347711	9.87886403838936	9.72504718247639	9.72886006453319
CROT	10.1974144431184	10.0729207360964	10.1551755642499	10.1262631764015	10.0688400024306	10.0991695820841
ABCB4	8.45956899747338	8.23238156471534	7.9881501931323	8.60028269248914	8.49703011416352	8.37420810348696
KMT2E	12.225091085354	12.2396441175698	12.2561209907379	12.2265881404475	12.1319636805994	12.231853323752
RHBDD2	10.7435293423866	10.7214363734424	10.9086169061658	10.9203132636675	10.8821267462731	11.0082859301482
SOX8	5.3068614808783	6.01982909798621	5.50142094077499	5.49877853579771	5.49877853579771	5.2831875501808
IBTK	11.6817622422351	11.5943597359204	11.5453305131708	11.4815753120743	11.4859727910445	11.4795958960012
ZNF195	11.4997916545375	11.538187295125	11.6306608002681	11.4160219484993	11.3786121907352	11.4680915544569
MYCBP2	11.3106664447995	11.3211905007083	11.2515654675525	11.2598083883216	11.2765514590262	11.2129297226686
FBXL3	11.2025436372818	11.2057683295247	11.0810648050965	11.1051409821466	11.0605440983708	11.0850705428774
ITGAL	1	0	0	0	0	1
PDK2	9.24813981995046	9.1174476730705	9.27280061124209	8.83732270386078	8.96612967921835	8.9014201454526
